business_id,city,latitude,longitude,neighborhood,review_count,stars,city-state,is_restaurant,is_bar
dXXuJsI4xaWZgZWN5MWHrg,Mississauga,43.6356334,-79.5953368,Rockwood Village,8,3.0,Mississauga-ON,True,False
30Oz53-5jRn2A8ELUk1vrg,Mississauga,43.6858437886,-79.6220354363,Unknown,13,3.5,Mississauga-ON,False,True
2QsTa_jbSwPL1OZKPNVt-w,Richmond Hill,43.8448702,-79.383705,Unknown,5,2.0,Richmond Hill-ON,True,False
6NWdAJFfW3w-CqUQAcH0uw,Markham,43.8186558,-79.3304513,Scarborough,7,2.5,Markham-ON,True,False
wk6aHP-vxv9dhmmJVDWnPg,Toronto,43.6641925,-79.3805449,Church-Wellesley Village,66,3.0,Toronto-ON,False,True
neBW0IYhxkj9zE7R4TA3BQ,Toronto,43.6129820927,-79.5583543809,Etobicoke,10,1.5,Toronto-ON,True,False
9JCCYWBL3EAK5qb2bjWzAA,Nobleton,43.9079343,-79.6526462,Unknown,3,4.0,Nobleton-ON,True,False
Mpnh7Hut-zO3U-kHy2LfRg,Brampton,43.690655,-79.755163,Unknown,9,3.0,Brampton-ON,True,False
wL5yGvlL1zXZ4EPJ8d0hIA,Toronto,43.7075497,-79.398122,Yonge and Eglinton,73,4.0,Toronto-ON,True,True
zqRmOmO38SLmv3fmeoK3hA,Toronto,43.6653031,-79.4104383,The Annex,11,3.0,Toronto-ON,False,True
vL17CsjB1PsGgo3F-kppkw,Vaughan,43.8269783,-79.5514954,Pine Grove,43,4.5,Vaughan-ON,True,False
DQf63-KJ25m-kDIMto614g,Toronto,43.6508652,-79.4124287,Trinity Bellwoods,184,3.5,Toronto-ON,True,False
cTijnQZ7Tkg_GqXStcozsw,Mississauga,43.5928596437,-79.6419308465,Unknown,4,3.5,Mississauga-ON,True,False
7muJHEgWkNQBcCKrklKdqA,Mississauga,43.593106,-79.6422471,Unknown,4,5.0,Mississauga-ON,True,False
1FGxwdlDK1ZHSq9FSDHj-w,Mississauga,43.6554016,-79.6482922,Hanlan,4,2.5,Mississauga-ON,True,False
HgqDZJpVY_eWJyYbFyTEfQ,Etobicoke,43.6259053,-79.5035941,Etobicoke,27,4.0,Etobicoke-ON,True,True
NrFsdILQztHSlIUNra82nQ,Toronto,43.6651873,-79.3805874,Church-Wellesley Village,12,5.0,Toronto-ON,True,True
qrr5PjTljEn_94tL83ETag,Scarborough,43.8116001,-79.243296,Scarborough,68,3.0,Scarborough-ON,True,False
E-Kq1Yu1d6N3TL2qX0aqjA,Vaughan,43.7892470765,-79.5474220812,Pine Grove,9,3.5,Vaughan-ON,True,False
-9f4nwpQz8LbQQhadj4jnA,Pickering,43.8091213,-79.1312376,Unknown,14,3.0,Pickering-ON,False,True
ryF2_VC8OSNoe3VlA3bbkw,Toronto,43.6700794,-79.3932896,Yorkville,51,3.5,Toronto-ON,True,True
g4rBVDdbeDPKnJiNhNWgSQ,Mississauga,43.5740347579,-79.7397623013,Unknown,3,4.0,Mississauga-ON,True,False
EzEgGjT49Fq90cCuFpD9LQ,Maple,43.8585776,-79.5232792,Unknown,4,3.0,Maple-ON,True,False
xaqW4NkmUCGRRjmLxiFJ6Q,Markham,43.8031918,-79.4195095,Langstaff,396,4.5,Markham-ON,True,True
YDqXkXVkoRxXoXH9aEZGLg,Toronto,43.65291,-79.3975229,Chinatown,4,4.0,Toronto-ON,True,False
JXX3c7ZBNEi3v1swc65mjQ,Brampton,43.7019214,-79.7121212,Unknown,3,2.0,Brampton-ON,True,False
oICXzFAaUMrYGzjRWmkw4Q,Toronto,43.656345,-79.3989615,Chinatown,85,3.5,Toronto-ON,True,False
yENVQfQhSljHGz-BbHHKQg,Toronto,43.7887023,-79.2667077,Scarborough,10,3.0,Toronto-ON,True,False
sTigKodOrD_HIdcZ8msGJw,Toronto,43.6836027,-79.3230886,The Danforth,32,3.0,Toronto-ON,True,False
MRESRKIdbNOxsvQNAFo8gQ,Richmond Hill,43.8548253506,-79.4335190579,Unknown,18,3.0,Richmond Hill-ON,True,False
bE9uf-tJu4g0ylUfufPSCw,Brampton,43.6915728,-79.7544654,Unknown,9,3.0,Brampton-ON,True,False
yiAf2ChB0HNBkXAQESGt6w,Scarborough,43.8035621,-79.2934799,Milliken,3,3.0,Scarborough-ON,True,False
prPzWXNUJKZGnzVYqxRLsw,Toronto,43.7031107,-79.3876981,Mount Pleasant and Davisville,7,3.5,Toronto-ON,True,False
Mq6qiz-Bxgd8VE6tBwCuUg,Brampton,43.6937551,-79.7521383,Unknown,5,4.5,Brampton-ON,True,False
h0TKP2PK0QaAqvqdILU1Vg,Toronto,43.6572335,-79.4480427,The Junction,17,4.5,Toronto-ON,True,True
Nx8y33-xVdfFAELMoeZw0A,North York,43.7604548,-79.3255941,Unknown,3,2.5,North York-ON,True,False
n947e5vGkuk7_qwzeNOdMg,Vaughan,43.8254468,-79.5384264,Unknown,13,2.5,Vaughan-ON,True,False
5fg-RNWNbqyGn8b8wqe4QQ,Vaughan,43.78738,-79.471494,Unknown,217,3.5,Vaughan-ON,True,True
gcec09O3lhUrzqXNJq0QVQ,Toronto,43.736206,-79.4203754,Unknown,14,3.5,Toronto-ON,True,False
360zPyMTwLAax9Bq0PHdMA,Mississauga,43.6390985,-79.6245065,Unknown,43,2.5,Mississauga-ON,True,False
LVQLyQBh-YrPx5E8OtBcsQ,East York,43.6948006,-79.343337,East York,19,3.0,East York-ON,True,False
m0ONN_-2wq-xN9clbhoSKQ,Scarborough,43.8088942,-79.2698542,Milliken,6,2.5,Scarborough-ON,True,False
_BLsLFpxcwj7y35a-BuObA,Woodbridge,43.776828,-79.626367,Unknown,20,3.5,Woodbridge-ON,True,False
u28SYjn6swe7A2DWdgZ7NQ,North York,43.7596488584,-79.5703868608,Unknown,4,4.5,North York-ON,True,False
LtbuQJJn9pRhNf9BqGuNBQ,Thornhill,43.8167779,-79.4523918,Unknown,14,3.0,Thornhill-ON,True,False
Jy2U8s_y_WGbVEBmuOPKtA,East York,43.684723,-79.356461,East York,6,3.0,East York-ON,True,False
NNs2v3f6FIdZ7cSu3LRaHw,Toronto,43.7257250991,-79.4820323753,Downsview,50,4.0,Toronto-ON,True,False
3iq7mvnwfYlOmdzENYolng,Toronto,43.7986682795,-79.3181378541,Scarborough,18,3.5,Toronto-ON,True,True
QJbdDzunUrvAkiqjBGJaqg,Vaughan,43.8175972,-79.44989699999999,Unknown,3,2.0,Vaughan-ON,True,False
TYMcEGCe0csyQiELkL7bQQ,Toronto,43.6717411,-79.3849472,Unknown,9,2.0,Toronto-ON,True,False
kl2kuAgGZ7tfi9kznMhQNA,Toronto,43.6570217,-79.3993567,Chinatown,23,4.5,Toronto-ON,True,False
2VtTzskzFcwVnXgGYsY1lQ,Toronto,43.787913,-79.264716,Scarborough,48,3.5,Toronto-ON,True,False
4U9hnKTGidPKOSu_28m9dA,Toronto,43.6381212285,-79.41900298,Liberty Village,25,4.0,Toronto-ON,True,False
qCTuGaciae73u7C57s2_0Q,Toronto,43.6888991,-79.2995013,The Danforth,22,3.5,Toronto-ON,True,False
qqU3d8IpcIw2BJrsGxSL9Q,Toronto,43.6544631,-79.3806653,Downtown Core,7,2.5,Toronto-ON,True,False
mY8vGRko4RsqQ5iSqHuksQ,Oakville,43.482566,-79.6953266,Unknown,3,2.5,Oakville-ON,True,False
WwrKHFXpBqLQAkhmU01Xvw,Toronto,43.7191707,-79.4558409,Unknown,71,3.0,Toronto-ON,True,False
8al-XRt5nuIize8_STWffQ,Toronto,43.6431907,-79.4239029,Beaconsfield Village,53,3.5,Toronto-ON,True,False
wHTPHng-wWg85AF_y8IDuQ,Toronto,43.6559041,-79.383606,Downtown Core,6,3.0,Toronto-ON,True,False
Rp7ABbhY8kUpgwrzJADnqw,Toronto,43.7063824,-79.3977847,Yonge and Eglinton,10,2.5,Toronto-ON,True,False
p6mnPa2-__9ttPTIfecc0Q,Toronto,43.6590216,-79.3491051,Riverdale,3,2.5,Toronto-ON,True,False
Og37JqBjJDpFb6oIscyrtg,Toronto,43.6558643159,-79.3994606115,Chinatown,23,4.5,Toronto-ON,True,False
5sKb4h7R5gdhePSflPD0Tw,Toronto,43.754089,-79.3579885,Unknown,87,2.5,Toronto-ON,True,False
UAXz2KC1aXpxzV-MLdXbmQ,Toronto,43.6725772,-79.2885159,The Beach,30,4.0,Toronto-ON,True,False
IZlRDHCBtT81hzRHi_GDbQ,Toronto,43.6496153,-79.3719866,St. Lawrence,8,4.5,Toronto-ON,True,False
QkVDxEo5-_3EScH0cXKDfQ,Toronto,43.6812098,-79.4264768,Wychwood,39,4.0,Toronto-ON,True,True
jdylAP9AWIJVZ4O0T2YgIQ,Brampton,43.6895996,-79.7384316,Unknown,11,3.5,Brampton-ON,True,False
qTW6-NUaIX0oZ6A3M3EarQ,Scarborough,43.8147847,-79.2326185,Scarborough,4,5.0,Scarborough-ON,True,False
OQed6yRev3Jq6a-9BclpTQ,Toronto,43.7679501,-79.402688,Willowdale,8,5.0,Toronto-ON,True,False
kBYBXh7M9wKXvHgluJWiLQ,Toronto,43.7868388044,-79.2769266665,Scarborough,10,4.0,Toronto-ON,True,True
UZilBC8-jkGrR8y9AFrCgA,Toronto,43.7229171,-79.4155643,Unknown,12,4.0,Toronto-ON,True,False
pZyysYRFHP0oCOf6e1bVuw,Vaughan,43.8345209687,-79.5207216312,Unknown,30,3.0,Vaughan-ON,False,True
yuFdJdrnfMp3cfXVwTXjjA,Toronto,43.6796129,-79.3413385,Greektown,50,3.5,Toronto-ON,True,False
c7rqIXZHxjS_VVzUlyQeVA,Woodbridge,43.7906881,-79.5522238,Pine Grove,5,3.0,Woodbridge-ON,True,True
DGOhEsZL9pyAWZ8pPm9WPA,Mississauga,43.5795432101,-79.7106006369,Streetsville,20,4.0,Mississauga-ON,True,False
vDretNqzo-0yqQkV5wOvbg,Toronto,43.6010168,-79.5034124,New Toronto,8,5.0,Toronto-ON,True,True
cwQwLJMaTA2Zm0LfPx4diw,Mississauga,43.5928749,-79.6430241,Unknown,67,4.0,Mississauga-ON,True,False
1bJ-0bcM69Hk_qylNvLO2w,Mississauga,43.5927528,-79.6430158,Unknown,12,4.0,Mississauga-ON,False,True
lTbbJIpb2u2sb-tGnogeTQ,Mississauga,43.6650004,-79.6846547,Unknown,6,1.5,Mississauga-ON,True,False
Jnw072ogcKlp758gI_PTjQ,Etobicoke,43.6177085,-79.5428851,Etobicoke,106,3.0,Etobicoke-ON,False,True
gULK714e4SMqag-FHLDLNw,Toronto,43.6492365,-79.3853592,Financial District,3,4.5,Toronto-ON,True,False
Lyzr1uckXL0U-iBoMc0yfg,Toronto,43.6909078983,-79.575564784,Etobicoke,50,3.0,Toronto-ON,True,True
7T_2djdY6ldRugsuWb2S-A,Richmond Hill,43.893027637,-79.4413296614,Unknown,24,3.5,Richmond Hill-ON,True,False
OFbiUooV4CqLjrvdOBXz-A,Toronto,43.6500835,-79.4389982,Brockton Village,80,4.0,Toronto-ON,False,True
pUfydTma1QSFhYcGUwhzSQ,Richmond Hill,43.8643271,-79.434961,Unknown,15,2.5,Richmond Hill-ON,True,False
C7THMIn4be6NKgbzuLZ-cA,Newmarket,44.0676587,-79.4824287,Unknown,3,4.0,Newmarket-ON,True,False
swQkNTXXg_j27u27iSiwbg,Mississauga,43.6062361,-79.6915473,East Credit,9,4.0,Mississauga-ON,True,False
hT5kvnJnBWzUWrSpqg3byg,Toronto,43.6566701,-79.3753603,Downtown Core,3,5.0,Toronto-ON,True,False
0S6x2u7a8cqK1iIkzxRp8g,Richmond Hill,43.8449826,-79.3837654,Unknown,24,2.5,Richmond Hill-ON,True,False
5sW_LUzCTNUPRrie1eoiyA,Toronto,43.6486092721,-79.380828297,Financial District,6,2.5,Toronto-ON,True,False
0lQeZyb_jLHf44yBq7V5-g,York,43.6975262,-79.4411268,Unknown,75,4.0,York-ON,True,False
j7kbWAOWbpbejCaHyJwqjw,Toronto,43.6862567,-79.3099942,The Danforth,16,3.5,Toronto-ON,True,True
uQ7LZpcYRTcibzK1w9E5uQ,Toronto,43.6477703,-79.4006569,Alexandra Park,39,4.5,Toronto-ON,True,False
TlWXWTycakYiPeRc4d3yTQ,Mississauga,43.5433491,-79.7239522,Erin Mills,12,2.5,Mississauga-ON,True,False
fIBrbhvU9T2PZuch_wBK_g,Toronto,43.7314258,-79.4194594,Unknown,7,3.5,Toronto-ON,True,False
hDiF5osOoINuE5w1SO7Hkw,Richmond Hill,43.8444843294,-79.3853801116,Unknown,3,5.0,Richmond Hill-ON,True,False
fxRcHzovnRyWh_WMdQoNOQ,Toronto,43.7687078154,-79.474382177,Unknown,8,4.5,Toronto-ON,True,False
NeOoWmrgru1iljThQ52yKA,Scarborough,43.8001472271,-79.1986735538,Scarborough,8,4.0,Scarborough-ON,True,False
skjXX8qzEMeZ5Jgj6SpxoQ,Toronto,43.6588291,-79.3941293,Downtown Core,11,3.5,Toronto-ON,True,False
la4mM0mSexjkOLe1goXJPg,Toronto,43.7644706,-79.4103279,Willowdale,15,3.5,Toronto-ON,True,False
zlukBS-cXNz4viHfsVyoZw,Toronto,43.7019519992,-79.3973290175,Mount Pleasant and Davisville,8,4.0,Toronto-ON,True,False
hZuRyS8IXXuEQkUCas9O1Q,Etobicoke,43.6466665,-79.5138584,Etobicoke,9,2.5,Etobicoke-ON,True,False
ynmTXY9yJDiNkO4HUmxRSQ,Toronto,43.6573960642,-79.3842242722,Downtown Core,78,3.0,Toronto-ON,True,True
qRTbYc7ennnwfr992kfjdA,Toronto,43.6391708,-79.4254538,Liberty Village,75,4.0,Toronto-ON,True,False
VGwPrBPlbD24SZAT_b0JBw,Mississauga,43.6110583,-79.5999183,Unknown,11,4.0,Mississauga-ON,True,False
bB9JPvR2d-I1jxSVlqN2DQ,Toronto,43.6689076,-79.304192,The Beach,3,4.5,Toronto-ON,True,False
eVT4x0XOzyfIrSWswdQO-A,Etobicoke,43.7154102,-79.5557032,Rexdale,3,5.0,Etobicoke-ON,True,False
2V8r_VDFqbGNZclTW25FGg,Toronto,43.769236,-79.468584,Unknown,7,2.0,Toronto-ON,True,False
_W6zeVJfbo-yxL_vXUhYHg,East Gwillimbury,44.1382397,-79.4244672,Unknown,3,4.5,East Gwillimbury-ON,True,False
hbp72ML8BHykBztI6mWOIw,Toronto,43.64946,-79.365449,St. Lawrence,11,2.0,Toronto-ON,True,False
YcAy30XJOUa72kZMt61jsA,Brampton,43.7297279,-79.7648268,Unknown,24,3.0,Brampton-ON,True,False
nHV1iXKBVlCW64bCt4itnA,Toronto,43.6476402,-79.3533981,Unknown,31,3.5,Toronto-ON,True,True
98NaJ8FWzPuoymHfj6IIeA,Scarborough,43.8212036,-79.3045662,Milliken,58,3.5,Scarborough-ON,True,False
eQmGP0FEnewPoW_jBXsg4A,Toronto,43.648258,-79.379558,Downtown Core,10,4.0,Toronto-ON,True,True
le1qCRgM-wtKvfeKClbnHQ,Toronto,43.6664844,-79.4058478,The Annex,10,3.0,Toronto-ON,True,True
r71RUi85E60aGuhVqXWjKA,Toronto,43.7079638335,-79.4774818048,Unknown,33,3.5,Toronto-ON,True,False
53GguDU6v46zPJTL3CZl5g,Toronto,43.6621038957,-79.3797745184,Church-Wellesley Village,172,4.0,Toronto-ON,True,False
dpKY8_Rz1kofRBD8w_i_0A,York,43.7011845,-79.518726,Unknown,8,3.0,York-ON,True,False
9iJMGMsTK-q6W5MB1_Ny3Q,Richmond Hill,43.867071505,-79.4579738558,Unknown,15,4.0,Richmond Hill-ON,True,False
yWLvN_9T5eOKbtOEvZW-UA,Markham,43.9094352,-79.2687191,Unknown,3,5.0,Markham-ON,True,False
RDqut1o5n3wuwUZa0CJ3jg,Etobicoke,43.64711,-79.5132513,Etobicoke,38,4.0,Etobicoke-ON,True,False
jxV-rtwx1GtpMlMV6d7D4Q,Toronto,43.7649093,-79.2591327,Scarborough,6,4.0,Toronto-ON,True,False
ZKSivkZcnH-nfqcIS8PUWA,Concord,43.822123,-79.504007,Unknown,16,4.5,Concord-ON,True,False
CN5nuUQod0f8g3oh99qq0w,Toronto,43.665157,-79.410658,Unknown,403,4.0,Toronto-ON,False,True
-FyvAo_bNe6eXWpEHpSUrQ,Mississauga,43.5854129389,-79.7408231577,Unknown,44,3.5,Mississauga-ON,True,True
0rg8sJGPWebnxNFExpNdHA,Toronto,43.6451848,-79.5224953,Etobicoke,3,2.5,Toronto-ON,True,False
R8ft_fn8y9ejKoYnQwdByg,Toronto,43.6509844,-79.411692,Trinity Bellwoods,46,3.0,Toronto-ON,True,False
eOXoQvgHyYLaqcpRxRUlTA,Toronto,43.6654235,-79.4107791,The Annex,7,1.0,Toronto-ON,True,False
PaM8-tqEnxJMz995ImJ83w,Vaughan,43.7834774334,-79.5740629179,Pine Grove,4,3.0,Vaughan-ON,True,False
gkQNfTEV_XprRvnfZEXPWg,Toronto,43.6371787,-79.4245862,Liberty Village,16,2.0,Toronto-ON,True,False
MCXLDCA9F9Ui0VA9kuHlbA,Markham,43.84985,-79.3476695,Brown's Corners,61,4.0,Markham-ON,True,False
Da1wKWu_ma26i71GKtWDrw,Toronto,43.6486362,-79.3817439,Financial District,11,3.0,Toronto-ON,True,False
Sal1p68qpTKkyd4Si8OH6g,Toronto,43.6507761,-79.413511,Little Italy,91,4.5,Toronto-ON,False,True
q9kVbGaUwsalkhyFJdNQ0Q,Toronto,43.6389539047,-79.4178445594,Liberty Village,42,3.0,Toronto-ON,True,False
yBGqf8l9NOM3vZFnlxcgzQ,Toronto,43.6548983,-79.4164765,Little Italy,69,3.5,Toronto-ON,True,False
E7e2uOC6myfPKrKHLP2ROw,Oakville,43.4810722,-79.6556296,Unknown,5,3.5,Oakville-ON,True,False
r2f0Nixhniy0Opm7Izb2xg,Vaughan,43.7747223032,-79.5258833648,Unknown,4,4.0,Vaughan-ON,True,False
vAcwjwtHupHOc7f4XLH8Kw,Toronto,43.7713291221,-79.4993519483,Unknown,5,3.5,Toronto-ON,True,False
K60hEIjdcWgijPhoLnkQig,Mississauga,43.5816435102,-79.6368076772,Unknown,5,3.0,Mississauga-ON,True,False
VNyWT0hLkIHzt5HQ0W4tSg,Toronto,43.6469296,-79.374978,St. Lawrence,74,2.5,Toronto-ON,False,True
_cgo1s9NZYv6wOtlMOlmmQ,Georgetown,43.6550669,-79.9336027,Unknown,3,2.5,Georgetown-ON,True,False
vA7Fx_vRV4OeLboIw5bJlQ,Mississauga,43.5318042,-79.6127068,Lorne Park,11,4.5,Mississauga-ON,True,False
W2NzlS8OJzGfDfr9oRz11Q,Toronto,43.6493542,-79.3846843,Financial District,201,3.5,Toronto-ON,False,True
5GCaHoHo547U7wkcoJDrmg,Vaughan,43.8374917803,-79.533611147,Unknown,81,4.0,Vaughan-ON,True,True
BopPNhmn66uUDL2dVyDjHg,Toronto,43.6582411,-79.3997179,Chinatown,4,2.0,Toronto-ON,True,False
6lqzR6iuhOge4JHtGDAj4A,Newmarket,44.0659648,-79.4857721,Unknown,3,1.5,Newmarket-ON,True,False
Anvs3S2S4rYbAzzUKIVg7w,Mississauga,43.5833286,-79.6135156,Cooksville,5,4.5,Mississauga-ON,True,False
DeGSNRgk2sAfYbliAa6m2A,Toronto,43.6343020696,-79.5198344385,Etobicoke,3,2.5,Toronto-ON,True,False
3Qlf9gw16eV-Mg6pJHlKuA,Mississauga,43.6182918,-79.5732805,Unknown,5,2.0,Mississauga-ON,False,True
B7yBxYH0ZHYtvrsyrrU1SQ,Toronto,43.8106371,-79.3391971,Unknown,15,2.5,Toronto-ON,True,True
jUY45jUOAmW5MTeU1CX7Hw,Mississauga,43.5800738,-79.613617,Cooksville,24,4.0,Mississauga-ON,True,False
2KkTzafNqkEKr5VTjsR3hw,Toronto,43.8365904448,-79.2486990988,Scarborough,5,3.0,Toronto-ON,True,False
TL49XUC6xZmuRCziurrPhg,Markham,43.8761679,-79.260001,Markham Village,41,3.5,Markham-ON,False,True
DLkaSKMoeeQO-_1C_lzh2A,Toronto,43.6532223,-79.4287255,Dufferin Grove,100,3.5,Toronto-ON,True,False
6NffysI3E7L4kr71dxInIg,Toronto,43.7527891,-79.3592021,Unknown,40,3.0,Toronto-ON,True,False
NBGRHP_0toZzTVXS-oqs_Q,Toronto,43.643033,-79.38379,Unknown,17,4.0,Toronto-ON,False,True
AOhJfJVuEPUh_in7WHDnzQ,Toronto,43.6889196,-79.3945875,Deer Park,3,1.5,Toronto-ON,True,False
ZqTXN4qh0Ta1Lp8Z3v-dKg,Markham,43.848365,-79.3487898,Brown's Corners,68,3.0,Markham-ON,True,False
KCl3RR3tC22E3cDdJXabTA,Mississauga,43.5747808,-79.6081954,Cooksville,7,4.0,Mississauga-ON,True,False
NuxrRTI2IM_vMk11vKA1ZQ,Etobicoke,43.7349051,-79.6021716,Etobicoke,4,3.0,Etobicoke-ON,True,False
_nsuZ7Fl1aMwqZGWEraQHw,Toronto,43.6179340342,-79.5391701027,Etobicoke,46,2.5,Toronto-ON,True,False
kNlna23mYfRqGv7VJByKkA,Mississauga,43.6263381,-79.5667095,Unknown,87,4.0,Mississauga-ON,True,False
s-9ZfWtECJLMnND12t6RMA,Toronto,43.6549543,-79.4146607,Little Italy,13,3.5,Toronto-ON,True,True
fRf3OBaxsNFN8dNw-t9Xdw,Mississauga,43.5791595062,-79.616045495,Cooksville,8,3.5,Mississauga-ON,True,False
